,file name,file length,number of errors,time of error
73,EN47RB167_EN0015_20210928.wav,354,1,"[(0, 1600)]"
74,EN16RC148_EN0015_20210808.wav,354,0,[]
75,EN54RA096_EN0015_20210929.wav,354,2,"[(0, 320), (960, 1600)]"
76,EN14RC091_EN0015_20210808.wav,354,0,[]
77,EN30QA267_EN0087_20211009.wav,354,0,[]
78,EN40QB265_EN0087_20211023.wav,354,0,[]
79,EN45RB103_EN0171_20211118.wav,354,0,[]
80,EN47RB165_EN0015_20210928.wav,354,0,[]
81,EN45RB121_EN0015_20210921.wav,354,0,[]
82,EN40QB240_EN0087_20211023.wav,354,0,[]
83,EN42RB030_EN0015_20210825.wav,354,0,[]
84,EN40QB262_EN0101_20211109.wav,354,0,[]
85,EN49RB201_EN0015_20210928.wav,354,0,[]
86,EN30QA253_EN0087_20211009.wav,354,0,[]
87,EN10QC263_EN0101_20211101.wav,354,0,[]
88,EN17RC154_EN0015_20210808.wav,354,0,[]
89,EN49RB211_EN0015_20210928.wav,354,0,[]
90,EN15RC115_EN0015_20210808.wav,354,0,[]
91,EN37RA174_EN0274_20211107.wav,354,0,[]
92,EN56RA140_EN0015_20210929.wav,354,0,[]
93,EN12RC047_EN0015_20210808.wav,354,1,"[(8960, 10240)]"
94,EN18RC197_EN0015_20210808.wav,354,0,[]
95,EN19RC201_EN0015_20210808.wav,354,0,[]
96,EN12RC027_EN0015_20210808.wav,354,0,[]
97,EN18RC190_EN0015_20210808.wav,354,0,[]
98,EN54RA099_EN0015_20210929.wav,354,0,[]
99,EN11RC020_EN0015_20210808.wav,354,0,[]
100,EN10QC283_EN0101_20211104.wav,354,0,[]
101,EN16RC146_EN0015_20210808.wav,354,0,[]
102,EN44RB091_EN0015_20210921.wav,354,0,[]
103,EN50QA276_EN0087_20211013.wav,354,0,[]
104,EN28RB179_EN0015_20211010.wav,354,0,[]
105,EN46RB132_EN0015_20210921.wav,354,0,[]
106,EN10QC261_EN0101_20211101.wav,354,0,[]
107,EN40QB297_EN0101_20211109.wav,354,0,[]
108,EN15RC119_EN0015_20210808.wav,354,0,[]
109,EN47RB163_EN0015_20210928.wav,354,0,[]
110,EN10QC226_EN0315_20211105.wav,354,0,[]
111,EN13RC073_EN0015_20210808.wav,354,0,[]
112,EN40QB233_EN0101_20211109.wav,354,0,[]
113,EN55RA108_EN0015_20210929.wav,354,0,[]
114,EN16RC132_EN0015_20210808.wav,354,0,[]
115,EN54RA087_EN0015_20210929.wav,354,0,[]
116,EN10QC258_EN0087_20211007.wav,354,0,[]
117,EN14RC083_EN0015_20210808.wav,354,0,[]
118,EN18RC184_EN0015_20210808.wav,354,0,[]
119,EN21RB020_EN0015_20210930.wav,354,0,[]
120,EN45RB106_EN0015_20210921.wav,354,0,[]
121,EN11RC025_EN0015_20210808.wav,354,0,[]
122,EN12RC045_EN0015_20210808.wav,354,1,"[(7360, 8640)]"
123,EN40QB286_EN0101_20211109.wav,354,0,[]
124,EN10QC276_EN0101_20211101.wav,354,0,[]
125,EN16RC148_EN0300_20211104.wav,354,0,[]
126,EN47RB159_EN0015_20210928.wav,354,1,"[(34560, 35840)]"
127,EN22RB035_EN0015_20210930.wav,354,0,[]
128,EN47RB155_EN0015_20210928.wav,354,0,[]
129,EN47RB171_EN0015_20210928.wav,354,0,[]
130,EN12RC033_EN0015_20210808.wav,354,0,[]
131,EN12RC050_EN0015_20210808.wav,354,0,[]
132,EN14RC085_EN0015_20210808.wav,354,0,[]
133,EN15RC110_EN0015_20210808.wav,354,0,[]
134,EN16RC136_EN0015_20210808.wav,354,0,[]
135,EN47RB153_EN0015_20210921.wav,354,0,[]
136,EN10QC297_EN0101_20211108.wav,354,0,[]
137,EN48RB197_EN0015_20210928.wav,354,0,[]
138,EN10QC229_EN0101_20211101.wav,354,0,[]
139,EN48RB195_EN0015_20210928.wav,354,0,[]
140,EN55RA115_EN0015_20210929.wav,354,0,[]
141,EN10QC227_EN0113_20211109.wav,354,0,[]
142,EN42RB042_EN0015_20210825.wav,354,0,[]
143,EN14RC093_EN0300_20211104.wav,354,0,[]
144,EN11RC016_EN0041_20210821.wav,354,0,[]
145,EN13RC055_EN0015_20210808.wav,354,0,[]
146,EN43RB062_EN0015_20210825.wav,354,0,[]
147,EN54RA088_EN0015_20210929.wav,354,0,[]
148,EN40QB294_EN0101_20211109.wav,354,0,[]
149,EN48RB196_EN0015_20210928.wav,354,0,[]
150,EN11RC014_EN0015_20210808.wav,354,0,[]
151,EN15RC101_EN0300_20211104.wav,354,0,[]
152,EN42RB048_EN0015_20210825.wav,354,0,[]
153,EN12RC037_EN0015_20210808.wav,354,0,[]
154,EN16RC130_EN0015_20210808.wav,354,0,[]
155,EN17RC153_EN0015_20210808.wav,354,0,[]
156,EN55RA105_EN0015_20210929.wav,354,0,[]
157,EN59RA204_EN0015_20210929.wav,354,0,[]
158,EN14RC079_EN0015_20210808.wav,354,0,[]
159,EN30QA247_EN0008_20210802.wav,354,0,[]
160,EN15RC101_EN0015_20210808.wav,354,0,[]
161,EN28RB192_EN0015_20211010.wav,354,0,[]
162,EN16RC150_EN0015_20210808.wav,354,0,[]
163,EN49RB210_EN0015_20210928.wav,354,0,[]
164,EN47RB166_EN0015_20210928.wav,354,0,[]
165,EN59RA213_EN0015_20210929.wav,354,0,[]
166,EN10QC271_EN0101_20211101.wav,354,0,[]
167,EN16RC143_EN0015_20210808.wav,354,0,[]
168,EN18RC181_EN0015_20210808.wav,354,0,[]
169,EN45RB103_EN0015_20210921.wav,354,0,[]
170,EN50QA242_EN0027_20210815.wav,354,0,[]
171,EN48RB199_EN0015_20210928.wav,354,0,[]
172,EN16RC149_EN0015_20210808.wav,354,0,[]
173,EN22RB038_EN0015_20210930.wav,354,0,[]
174,EN16RC142_EN0300_20211104.wav,354,0,[]
175,EN44RB082_EN0015_20210921.wav,354,0,[]
176,EN47RB168_EN0015_20210928.wav,354,0,[]
177,EN56RA145_EN0015_20210929.wav,354,0,[]
178,EN16RC149_EN0300_20211104.wav,354,0,[]
179,EN18RC194_EN0274_20211031.wav,354,0,[]
180,EN36RA145_EN0274_20211107.wav,354,0,[]
181,EN50QA229_EN0087_20211013.wav,354,0,[]
182,EN15RC118_EN0015_20210808.wav,354,0,[]
183,EN18RC193_EN0015_20210808.wav,354,0,[]
184,EN34RA084_EN0274_20211107.wav,354,0,[]
185,EN10QC269_EN0101_20211101.wav,354,0,[]
186,EN13RC054_EN0015_20210808.wav,354,0,[]
187,EN22RB033_EN0015_20210930.wav,354,0,[]
188,EN16RC144_EN0300_20211104.wav,354,0,[]
189,EN22RB044_EN0015_20210930.wav,354,0,[]
190,EN38RA176_EN0274_20211107.wav,354,0,[]
191,EN40QB298_EN0101_20211109.wav,354,0,[]
192,EN43RB057_EN0015_20210825.wav,354,0,[]
193,EN56RA126_EN0015_20210929.wav,354,0,[]
194,EN10QC245_EN0101_20211101.wav,354,0,[]
195,EN15RC105_EN0015_20210808.wav,354,0,[]
196,EN46RB149_EN0015_20210921.wav,354,0,[]
197,EN18RC200_EN0015_20210808.wav,354,0,[]
198,EN19RC222_EN0015_20210808.wav,354,0,[]
199,EN22RB050_EN0015_20210930.wav,354,0,[]
200,EN26RB133_EN0015_20211010.wav,354,0,[]
201,EN29RB213_EN0015_20211010.wav,354,0,[]
202,EN55RA124_EN0015_20210929.wav,354,0,[]
203,EN14RC098_EN0274_20211031.wav,354,0,[]
204,EN14RC086_EN0015_20210808.wav,354,0,[]
205,EN39RA208_EN0274_20211107.wav,354,0,[]
206,EN56RA143_EN0015_20210929.wav,354,0,[]
207,EN15RC117_EN0015_20210808.wav,354,0,[]
208,EN10QC291_EN0101_20211104.wav,354,0,[]
209,EN40QB280_EN0101_20211109.wav,354,0,[]
210,EN42RB034_EN0015_20210825.wav,354,0,[]
211,EN16RC138_EN0015_20210808.wav,354,0,[]
212,EN42RB044_EN0015_20210825.wav,354,0,[]
213,EN12RC027_EN0274_20211031.wav,354,0,[]
214,EN38RA189_EN0274_20211107.wav,354,0,[]
215,EN58RA198_EN0015_20210929.wav,354,0,[]
216,EN10QC249_EN0315_20211105.wav,354,0,[]
217,EN11RC024_EN0015_20210808.wav,354,0,[]
218,EN15RC121_EN0015_20210808.wav,354,0,[]
219,EN19RC221_EN0015_20210808.wav,354,0,[]
220,EN40QB232_EN0101_20211109.wav,354,0,[]
221,EN46RB141_EN0015_20210921.wav,354,0,[]
222,EN49RB218_EN0015_20210928.wav,354,0,[]
223,EN14RC093_EN0129_20211024.wav,354,0,[]
224,EN16RC139_EN0015_20210808.wav,354,0,[]
225,EN29RB214_EN0015_20211010.wav,354,0,[]
226,EN15RC112_EN0015_20210808.wav,354,0,[]
227,EN18RC185_EN0015_20210808.wav,354,0,[]
228,EN49RB223_EN0015_20210928.wav,354,0,[]
229,EN11RC016_EN0169_20211024.wav,354,0,[]
230,EN12RC037_EN0274_20211031.wav,354,0,[]
231,EN20QB293_EN0087_20211012.wav,354,0,[]
232,EN14RC077_EN0015_20210808.wav,354,0,[]
233,EN16RC140_EN0129_20211024.wav,354,0,[]
234,EN18RC180_EN0048_20210913.wav,354,0,[]
235,EN59RA208_EN0015_20210929.wav,354,0,[]
236,EN44RB076_EN0015_20210921.wav,354,0,[]
237,EN11RC011_EN0015_20210808.wav,354,0,[]
238,EN47RB151_EN0015_20210921.wav,354,0,[]
239,EN49RB209_EN0015_20210928.wav,354,0,[]
240,EN10QC226_EN0113_20211109.wav,354,0,[]
241,EN18RC195_EN0274_20211031.wav,354,0,[]
242,EN29RB218_EN0015_20211010.wav,354,0,[]
243,EN38RA186_EN0274_20211107.wav,354,0,[]
244,EN14RC088_EN0015_20210808.wav,354,0,[]
245,EN14RC094_EN0015_20210808.wav,354,1,"[(0, 1600)]"
246,EN40QB239_EN0101_20211109.wav,354,0,[]
247,EN11RC016_EN0129_20211024.wav,354,0,[]
248,EN40QB296_EN0013_20210804.wav,354,0,[]
249,EN50QA253_EN0027_20210815.wav,354,0,[]
250,EN10QC240_EN0119_20211025.wav,354,0,[]
251,EN16RC146_EN0171_20211030.wav,354,0,[]
252,EN17RC167_EN0015_20210808.wav,354,0,[]
253,EN29RB206_EN0015_20211010.wav,354,0,[]
254,EN47RB173_EN0015_20210928.wav,354,0,[]
255,EN50QA245_EN0087_20211013.wav,354,0,[]
256,EN11RC018_EN0015_20210808.wav,383,0,[]
257,EN15RC106_EN0015_20210808.wav,383,0,[]
258,EN25RB108_EN0015_20211010.wav,383,0,[]
259,EN34RA084_EN0294_20211112.wav,383,0,[]
260,EN11RC007_EN0015_20210808.wav,383,0,[]
261,EN12RC039_EN0015_20210808.wav,383,0,[]
262,EN25RB119_EN0015_20211010.wav,383,0,[]
263,EN18RC188_EN0015_20210808.wav,383,0,[]
264,EN52RA026_EN0015_20210929.wav,383,0,[]
265,EN49RB213_EN0015_20210928.wav,383,0,[]
266,EN54RA094_EN0015_20210929.wav,383,0,[]
267,EN54RA098_EN0015_20210929.wav,383,0,[]
268,EN15RC121_EN0300_20211104.wav,383,0,[]
269,EN16RC126_EN0015_20210808.wav,383,0,[]
270,EN17RC156_EN0015_20210808.wav,383,0,[]
271,EN18RC196_EN0015_20210808.wav,383,0,[]
272,EN37RA160_EN0274_20211107.wav,383,0,[]
273,EN44RB093_EN0015_20210921.wav,383,0,[]
274,EN15RC125_EN0015_20210808.wav,383,0,[]
275,EN40QB238_EN0101_20211109.wav,383,0,[]
276,EN40QB299_EN0101_20211109.wav,383,0,[]
277,EN45RB125_EN0015_20210921.wav,383,0,[]
278,EN46RB128_EN0015_20210921.wav,383,0,[]
279,EN14RC095_EN0015_20210808.wav,383,0,[]
280,EN22RB046_EN0015_20210930.wav,383,0,[]
281,EN26RB137_EN0015_20211010.wav,383,0,[]
282,EN48RB184_EN0015_20210928.wav,383,0,[]
283,EN10QC270_EN0101_20211101.wav,383,0,[]
284,EN13RC058_EN0015_20210808.wav,383,0,[]
285,EN14RC082_EN0129_20211024.wav,383,0,[]
286,EN17RC152_EN0300_20211104.wav,383,0,[]
287,EN35RA115_EN0274_20211107.wav,383,0,[]
288,EN11RC016_EN0274_20211031.wav,383,0,[]
289,EN14RC092_EN0015_20210808.wav,383,0,[]
290,EN28RB184_EN0015_20211010.wav,383,0,[]
291,EN49RB219_EN0015_20210928.wav,383,0,[]
292,EN13RC071_EN0015_20210808.wav,383,0,[]
293,EN17RC173_EN0015_20210808.wav,383,0,[]
294,EN23RB056_EN0015_20210930.wav,383,0,[]
295,EN57RA166_EN0015_20210929.wav,383,0,[]
296,EN15RC118_EN0300_20211104.wav,383,0,[]
297,EN17RC151_EN0015_20210808.wav,383,0,[]
298,EN27RB154_EN0015_20211010.wav,383,0,[]
299,EN46RB139_EN0015_20210921.wav,383,0,[]
300,EN49RB214_EN0015_20210928.wav,383,0,[]
301,EN55RA109_EN0015_20210929.wav,383,0,[]
302,EN40QB299_EN0013_20210804.wav,383,0,[]
303,EN18RC183_EN0015_20210808.wav,383,0,[]
304,EN18RC184_EN0274_20211031.wav,383,0,[]
305,EN45RB122_EN0015_20210921.wav,383,0,[]
306,EN55RA111_EN0015_20210929.wav,383,0,[]
307,EN11RC006_EN0015_20210808.wav,383,0,[]
308,EN14RC078_EN0015_20210808.wav,383,0,[]
309,EN16RC131_EN0015_20210808.wav,383,0,[]
310,EN18RC176_EN0129_20211025.wav,383,0,[]
311,EN43RB064_EN0015_20210825.wav,383,0,[]
312,EN57RA151_EN0015_20210929.wav,383,0,[]
313,EN10QC232_EN0119_20211025.wav,383,0,[]
314,EN12RC041_EN0015_20210808.wav,383,0,[]
315,EN13RC067_EN0274_20211031.wav,383,0,[]
316,EN16RC128_EN0300_20211104.wav,383,0,[]
317,EN36RA143_EN0274_20211107.wav,383,0,[]
318,EN49RB202_EN0015_20210928.wav,383,0,[]
319,EN16RC136_EN0300_20211104.wav,383,0,[]
320,EN54RA083_EN0015_20210929.wav,383,0,[]
321,EN12RC049_EN0015_20210808.wav,383,0,[]
322,EN14RC089_EN0015_20210808.wav,383,0,[]
323,EN42RB044_EN0171_20211114.wav,383,0,[]
324,EN14RC081_EN0274_20211031.wav,383,0,[]
325,EN17RC165_EN0171_20211030.wav,383,0,[]
326,EN43RB063_EN0274_20211114.wav,383,2,"[(0, 320), (960, 1600)]"
327,EN12RC049_EN0274_20211031.wav,383,0,[]
328,EN18RC194_EN0171_20211101.wav,383,0,[]
329,EN29RB204_EN0015_20211010.wav,383,0,[]
330,EN47RB160_EN0015_20210928.wav,383,0,[]
331,EN48RB180_EN0015_20210928.wav,383,0,[]
332,EN12RC047_EN0274_20211031.wav,383,0,[]
333,EN25RB125_EN0015_20211010.wav,383,0,[]
334,EN26RB140_EN0015_20211010.wav,383,0,[]
335,EN36RA150_EN0274_20211107.wav,383,0,[]
336,EN43RB055_EN0015_20210825.wav,383,0,[]
337,EN54RA082_EN0015_20210929.wav,383,0,[]
338,EN16RC126_EN0300_20211104.wav,383,0,[]
339,EN47RB170_EN0015_20210928.wav,383,0,[]
340,EN11RC016_EN0130_20211025.wav,383,0,[]
341,EN25RB107_EN0015_20211010.wav,383,0,[]
342,EN43RB063_EN0015_20210825.wav,383,1,"[(0, 320)]"
343,EN55RA102_EN0015_20210929.wav,383,0,[]
344,EN57RA163_EN0015_20210929.wav,383,0,[]
345,EN12RC032_EN0015_20210808.wav,383,0,[]
346,EN16RC133_EN0015_20210808.wav,383,0,[]
347,EN17RC166_EN0274_20211031.wav,383,0,[]
348,EN26RB145_EN0015_20211010.wav,383,0,[]
349,EN57RA172_EN0015_20210929.wav,383,0,[]
350,EN11RC012_EN0015_20210808.wav,383,0,[]
351,EN18RC195_EN0025_20210811.wav,383,0,[]
352,EN18RC198_EN0015_20210808.wav,383,0,[]
353,EN28RB189_EN0015_20211010.wav,383,0,[]
354,EN35RA116_EN0274_20211107.wav,383,0,[]
355,EN36RA128_EN0274_20211107.wav,383,0,[]
356,EN38RA195_EN0274_20211107.wav,383,0,[]
357,EN55RA121_EN0015_20210929.wav,383,0,[]
358,EN12RC037_EN0025_20210811.wav,383,0,[]
359,EN17RC165_EN0274_20211031.wav,383,0,[]
360,EN44RB100_EN0015_20210921.wav,383,0,[]
361,EN10QC237_EN0113_20211109.wav,383,0,[]
362,EN14RC084_EN0015_20210808.wav,383,0,[]
363,EN14RC100_EN0300_20211104.wav,383,0,[]
364,EN41RB024_EN0015_20210825.wav,383,0,[]
365,EN48RB193_EN0015_20210928.wav,383,0,[]
366,EN22RB047_EN0015_20210930.wav,383,0,[]
367,EN18RC180_EN0274_20211031.wav,383,0,[]
368,EN37RA170_EN0274_20211107.wav,383,0,[]
369,EN45RB107_EN0015_20210921.wav,383,0,[]
370,EN52RA027_EN0015_20210929.wav,383,0,[]
371,EN59RA221_EN0015_20210929.wav,383,0,[]
372,EN17RC165_EN0129_20211024.wav,383,0,[]
373,EN21RB007_EN0015_20210930.wav,383,0,[]
374,EN28RB186_EN0015_20211010.wav,383,0,[]
375,EN45RB116_EN0015_20210921.wav,383,0,[]
376,EN49RB204_EN0015_20210928.wav,383,0,[]
377,EN14RC090_EN0015_20210808.wav,383,0,[]
378,EN16RC134_EN0015_20210808.wav,383,0,[]
379,EN45RB112_EN0015_20210921.wav,383,0,[]
380,EN56RA131_EN0015_20210929.wav,383,0,[]
381,EN11RC002_EN0015_20210808.wav,383,0,[]
382,EN11RC002_EN0225_20211028.wav,383,0,[]
383,EN15RC120_EN0015_20210808.wav,383,0,[]
384,EN16RC129_EN0015_20210808.wav,383,0,[]
385,EN19RC218_EN0015_20210808.wav,383,0,[]
386,EN20QB290_EN0087_20211012.wav,383,0,[]
387,EN29RB216_EN0015_20211010.wav,383,0,[]
388,EN36RA149_EN0274_20211107.wav,383,0,[]
389,EN37RA165_EN0274_20211107.wav,383,0,[]
390,EN10QC295_EN0101_20211104.wav,383,0,[]
391,EN11RC003_EN0015_20210808.wav,383,0,[]
392,EN14RC093_EN0274_20211031.wav,383,0,[]
393,EN36RA130_EN0274_20211107.wav,383,0,[]
394,EN37RA167_EN0274_20211107.wav,383,0,[]
395,EN12RC027_EN0025_20210811.wav,383,0,[]
396,EN16RC150_EN0300_20211104.wav,383,0,[]
397,EN17RC163_EN0015_20210808.wav,383,0,[]
398,EN20QB300_EN0051_20210915.wav,383,1,"[(0, 1600)]"
399,EN27RB156_EN0015_20211010.wav,383,0,[]
400,EN54RA093_EN0015_20210929.wav,383,0,[]
401,EN17RC152_EN0129_20211024.wav,383,0,[]
402,EN18RC187_EN0015_20210808.wav,383,0,[]
403,EN18RC198_EN0274_20211031.wav,383,0,[]
404,EN23RB064_EN0015_20210930.wav,383,0,[]
405,EN38RA196_EN0274_20211107.wav,383,0,[]
406,EN42RB041_EN0015_20210825.wav,383,0,[]
407,EN18RC179_EN0015_20210808.wav,383,0,[]
408,EN59RA222_EN0015_20210929.wav,383,0,[]
409,EN13RC062_EN0015_20210808.wav,383,0,[]
410,EN21RB002_EN0015_20210930.wav,383,0,[]
411,EN22RB042_EN0015_20210930.wav,383,0,[]
412,EN29RB224_EN0015_20211010.wav,383,0,[]
413,EN46RB137_EN0015_20210921.wav,383,0,[]
414,EN10QC262_EN0101_20211101.wav,383,0,[]
415,EN15RC116_EN0015_20210808.wav,383,0,[]
416,EN20QB290_EN0051_20210915.wav,383,0,[]
417,EN21RB009_EN0015_20210930.wav,383,0,[]
418,EN28RB198_EN0015_20211010.wav,383,0,[]
419,EN37RA158_EN0274_20211107.wav,383,0,[]
420,EN40QB257_EN0087_20211023.wav,383,0,[]
421,EN16RC149_EN0274_20211031.wav,383,0,[]
422,EN59RA224_EN0015_20210929.wav,383,0,[]
423,EN12RC044_EN0225_20211107.wav,383,0,[]
424,EN14RC081_EN0300_20211104.wav,383,0,[]
425,EN14RC099_EN0300_20211104.wav,383,0,[]
426,EN15RC102_EN0300_20211104.wav,383,0,[]
427,EN15RC107_EN0015_20210808.wav,383,0,[]
428,EN18RC199_EN0015_20210808.wav,383,0,[]
429,EN34RA094_EN0274_20211107.wav,383,0,[]
430,EN41RB013_EN0015_20210825.wav,383,0,[]
431,EN58RA176_EN0015_20210929.wav,383,0,[]
432,EN12RC050_EN0274_20211031.wav,383,0,[]
433,EN16RC128_EN0274_20211031.wav,383,0,[]
434,EN17RC159_EN0015_20210808.wav,383,0,[]
435,EN59RA209_EN0015_20210929.wav,383,0,[]
436,EN10QC260_EN0101_20211101.wav,383,0,[]
437,EN11RC001_EN0041_20210821.wav,383,0,[]
438,EN14RC091_EN0274_20211031.wav,383,0,[]
439,EN21RB004_EN0015_20210930.wav,383,0,[]
440,EN56RA150_EN0015_20210929.wav,383,0,[]
441,EN16RC139_EN0171_20211030.wav,383,0,[]
442,EN16RC146_EN0129_20211024.wav,383,0,[]
443,EN18RC190_EN0025_20210811.wav,383,0,[]
444,EN18RC195_EN0129_20211025.wav,383,0,[]
445,EN38RA177_EN0274_20211107.wav,383,0,[]
446,EN38RA188_EN0274_20211107.wav,383,0,[]
447,EN12RC034_EN0015_20210808.wav,383,0,[]
448,EN16RC140_EN0300_20211104.wav,383,0,[]
449,EN17RC174_EN0015_20210808.wav,383,0,[]
450,EN38RA179_EN0274_20211107.wav,383,0,[]
451,EN24RB091_EN0015_20210930.wav,383,0,[]
452,EN37RA169_EN0274_20211107.wav,383,0,[]
453,EN37RA174_EN0087_20211009.wav,383,0,[]
454,EN12RC043_EN0015_20210808.wav,383,0,[]
455,EN10QC240_EN0113_20211109.wav,383,0,[]
456,EN12RC044_EN0130_20211025.wav,383,0,[]
457,EN12RC046_EN0015_20210808.wav,383,0,[]
458,EN17RC168_EN0015_20210808.wav,383,0,[]
459,EN18RC176_EN0025_20210811.wav,383,0,[]
460,EN19RC216_EN0015_20210808.wav,383,0,[]
461,EN28RB199_EN0015_20211010.wav,383,0,[]
462,EN19RC224_EN0274_20211031.wav,383,0,[]
463,EN24RB099_EN0025_20210826.wav,383,0,[]
464,EN16RC132_EN0274_20211031.wav,383,0,[]
465,EN21RB014_EN0015_20210930.wav,383,0,[]
466,EN37RA174_EN0123_20211024.wav,383,0,[]
467,EN42RB039_EN0015_20210825.wav,383,0,[]
468,EN54RA097_EN0087_20211012.wav,383,0,[]
469,EN10QC294_EN0119_20211025.wav,383,0,[]
470,EN16RC128_EN0129_20211024.wav,383,0,[]
471,EN18RC194_EN0129_20211025.wav,383,0,[]
472,EN28RB177_EN0015_20211010.wav,383,0,[]
473,EN41RB002_EN0015_20210825.wav,383,0,[]
474,EN41RB002_EN0274_20211107.wav,383,0,[]
475,EN42RB027_EN0015_20210825.wav,383,0,[]
476,EN11RC016_EN0168_20211027.wav,383,0,[]
477,EN12RC026_EN0274_20211031.wav,383,0,[]
478,EN12RC037_EN0230_20211101.wav,383,0,[]
479,EN16RC126_EN0274_20211031.wav,383,0,[]
480,EN19RC202_EN0015_20210808.wav,383,0,[]
481,EN21RB018_EN0015_20210930.wav,383,0,[]
482,EN13RC074_EN0015_20210808.wav,383,0,[]
483,EN16RC148_EN0274_20211031.wav,383,0,[]
484,EN27RB153_EN0015_20211010.wav,383,0,[]
485,EN33RA069_EN0274_20211107.wav,383,0,[]
486,EN35RA112_EN0274_20211107.wav,383,0,[]
487,EN35RA119_EN0274_20211107.wav,383,0,[]
488,EN15RC103_EN0300_20211104.wav,383,0,[]
489,EN16RC140_EN0118_20211031.wav,383,0,[]
